month,geo,programme,seniority,skill,n
2026-08,nl,all,all,agile-scrum,12
2026-08,nl,all,all,ai-llm,17
2026-08,nl,all,all,android,3
2026-08,nl,all,all,angular,4
2026-08,nl,all,all,aws,9
2026-08,nl,all,all,azure,23
2026-08,nl,all,all,ci-cd,13
2026-08,nl,all,all,cpp,4
2026-08,nl,all,all,crm,4
2026-08,nl,all,all,csharp,3
2026-08,nl,all,all,cybersecurity,32
2026-08,nl,all,all,data-analysis,4
2026-08,nl,all,all,data-modelling,4
2026-08,nl,all,all,docker,3
2026-08,nl,all,all,dotnet,8
2026-08,nl,all,all,dutch-language,14
2026-08,nl,all,all,electronics,1
2026-08,nl,all,all,embedded,6
2026-08,nl,all,all,english-language,10
2026-08,nl,all,all,erp,23
2026-08,nl,all,all,etl,4
2026-08,nl,all,all,excel,4
2026-08,nl,all,all,gcp,1
2026-08,nl,all,all,git,3
2026-08,nl,all,all,golang,3
2026-08,nl,all,all,html-css,5
2026-08,nl,all,all,ios,3
2026-08,nl,all,all,iso27001,6
2026-08,nl,all,all,java,12
2026-08,nl,all,all,javascript,9
2026-08,nl,all,all,kotlin,2
2026-08,nl,all,all,kubernetes,8
2026-08,nl,all,all,laravel,2
2026-08,nl,all,all,linux,9
2026-08,nl,all,all,machine-learning,13
2026-08,nl,all,all,networking,12
2026-08,nl,all,all,nodejs,4
2026-08,nl,all,all,nosql,1
2026-08,nl,all,all,oop,1
2026-08,nl,all,all,php,6
2026-08,nl,all,all,plc,3
2026-08,nl,all,all,power-bi,3
2026-08,nl,all,all,process-modelling,2
2026-08,nl,all,all,project-management,9
2026-08,nl,all,all,python,13
2026-08,nl,all,all,react,7
2026-08,nl,all,all,requirements,12
2026-08,nl,all,all,rest-api,2
2026-08,nl,all,all,robotics,1
2026-08,nl,all,all,spark,5
2026-08,nl,all,all,spring,4
2026-08,nl,all,all,sql,14
2026-08,nl,all,all,stakeholder-management,28
2026-08,nl,all,all,swift,1
2026-08,nl,all,all,terraform,7
2026-08,nl,all,all,testing,3
2026-08,nl,all,all,typescript,7
2026-08,nl,all,all,ux-design,7
2026-08,nl,all,all,vue,3
2026-08,nl,all,all,windows-server,16
2026-08,nl,all,entry,agile-scrum,1
2026-08,nl,all,entry,ai-llm,1
2026-08,nl,all,entry,angular,1
2026-08,nl,all,entry,crm,1
2026-08,nl,all,entry,csharp,1
2026-08,nl,all,entry,cybersecurity,1
2026-08,nl,all,entry,dotnet,1
2026-08,nl,all,entry,dutch-language,1
2026-08,nl,all,entry,english-language,1
2026-08,nl,all,entry,erp,1
2026-08,nl,all,entry,excel,2
2026-08,nl,all,entry,html-css,3
2026-08,nl,all,entry,javascript,1
2026-08,nl,all,entry,machine-learning,2
2026-08,nl,all,entry,networking,1
2026-08,nl,all,entry,plc,1
2026-08,nl,all,entry,power-bi,1
2026-08,nl,all,entry,project-management,2
2026-08,nl,all,entry,python,1
2026-08,nl,all,entry,react,1
2026-08,nl,all,entry,requirements,1
2026-08,nl,all,entry,sql,2
2026-08,nl,all,entry,stakeholder-management,3
2026-08,nl,all,entry,typescript,1
2026-08,nl,all,entry,ux-design,1
2026-08,nl,all,entry,windows-server,1
2026-08,nl,all,internship,ai-llm,1
2026-08,nl,all,internship,english-language,1
2026-08,nl,all,internship,erp,1
2026-08,nl,all,internship,excel,1
2026-08,nl,all,internship,html-css,2
2026-08,nl,all,internship,machine-learning,1
2026-08,nl,all,internship,power-bi,1
2026-08,nl,all,internship,project-management,1
2026-08,nl,all,junior,agile-scrum,1
2026-08,nl,all,junior,angular,1
2026-08,nl,all,junior,crm,1
2026-08,nl,all,junior,csharp,1
2026-08,nl,all,junior,cybersecurity,1
2026-08,nl,all,junior,dotnet,1
2026-08,nl,all,junior,dutch-language,1
2026-08,nl,all,junior,excel,1
2026-08,nl,all,junior,html-css,1
2026-08,nl,all,junior,javascript,1
2026-08,nl,all,junior,machine-learning,1
2026-08,nl,all,junior,networking,1
2026-08,nl,all,junior,plc,1
2026-08,nl,all,junior,project-management,1
2026-08,nl,all,junior,python,1
2026-08,nl,all,junior,react,1
2026-08,nl,all,junior,requirements,1
2026-08,nl,all,junior,sql,2
2026-08,nl,all,junior,stakeholder-management,3
2026-08,nl,all,junior,typescript,1
2026-08,nl,all,junior,ux-design,1
2026-08,nl,all,junior,windows-server,1
2026-08,nl,all,medior,ai-llm,2
2026-08,nl,all,medior,angular,1
2026-08,nl,all,medior,ci-cd,2
2026-08,nl,all,medior,crm,1
2026-08,nl,all,medior,cybersecurity,1
2026-08,nl,all,medior,dutch-language,1
2026-08,nl,all,medior,english-language,1
2026-08,nl,all,medior,erp,2
2026-08,nl,all,medior,java,1
2026-08,nl,all,medior,javascript,1
2026-08,nl,all,medior,laravel,1
2026-08,nl,all,medior,machine-learning,2
2026-08,nl,all,medior,networking,1
2026-08,nl,all,medior,php,2
2026-08,nl,all,medior,project-management,2
2026-08,nl,all,medior,requirements,1
2026-08,nl,all,medior,spring,1
2026-08,nl,all,medior,stakeholder-management,2
2026-08,nl,all,medior,typescript,1
2026-08,nl,all,medior,ux-design,1
2026-08,nl,all,medior,windows-server,3
2026-08,nl,all,senior,agile-scrum,4
2026-08,nl,all,senior,ai-llm,9
2026-08,nl,all,senior,angular,2
2026-08,nl,all,senior,aws,5
2026-08,nl,all,senior,azure,6
2026-08,nl,all,senior,ci-cd,5
2026-08,nl,all,senior,cpp,1
2026-08,nl,all,senior,csharp,1
2026-08,nl,all,senior,cybersecurity,5
2026-08,nl,all,senior,data-modelling,2
2026-08,nl,all,senior,docker,2
2026-08,nl,all,senior,dotnet,2
2026-08,nl,all,senior,dutch-language,2
2026-08,nl,all,senior,embedded,2
2026-08,nl,all,senior,english-language,1
2026-08,nl,all,senior,erp,6
2026-08,nl,all,senior,etl,2
2026-08,nl,all,senior,excel,1
2026-08,nl,all,senior,gcp,1
2026-08,nl,all,senior,git,1
2026-08,nl,all,senior,golang,2
2026-08,nl,all,senior,iso27001,1
2026-08,nl,all,senior,java,4
2026-08,nl,all,senior,javascript,3
2026-08,nl,all,senior,kubernetes,6
2026-08,nl,all,senior,laravel,1
2026-08,nl,all,senior,linux,1
2026-08,nl,all,senior,machine-learning,3
2026-08,nl,all,senior,networking,1
2026-08,nl,all,senior,nodejs,2
2026-08,nl,all,senior,oop,1
2026-08,nl,all,senior,php,1
2026-08,nl,all,senior,plc,1
2026-08,nl,all,senior,project-management,3
2026-08,nl,all,senior,python,3
2026-08,nl,all,senior,react,3
2026-08,nl,all,senior,rest-api,1
2026-08,nl,all,senior,spark,2
2026-08,nl,all,senior,spring,2
2026-08,nl,all,senior,sql,2
2026-08,nl,all,senior,stakeholder-management,10
2026-08,nl,all,senior,swift,1
2026-08,nl,all,senior,terraform,3
2026-08,nl,all,senior,testing,1
2026-08,nl,all,senior,typescript,3
2026-08,nl,all,senior,ux-design,1
2026-08,nl,all,senior,vue,2
2026-08,nl,all,senior,windows-server,3
2026-08,nl,all,unknown,agile-scrum,7
2026-08,nl,all,unknown,ai-llm,5
2026-08,nl,all,unknown,android,3
2026-08,nl,all,unknown,aws,4
2026-08,nl,all,unknown,azure,17
2026-08,nl,all,unknown,ci-cd,6
2026-08,nl,all,unknown,cpp,3
2026-08,nl,all,unknown,crm,2
2026-08,nl,all,unknown,csharp,1
2026-08,nl,all,unknown,cybersecurity,25
2026-08,nl,all,unknown,data-analysis,4
2026-08,nl,all,unknown,data-modelling,2
2026-08,nl,all,unknown,docker,1
2026-08,nl,all,unknown,dotnet,5
2026-08,nl,all,unknown,dutch-language,10
2026-08,nl,all,unknown,electronics,1
2026-08,nl,all,unknown,embedded,4
2026-08,nl,all,unknown,english-language,7
2026-08,nl,all,unknown,erp,14
2026-08,nl,all,unknown,etl,2
2026-08,nl,all,unknown,excel,1
2026-08,nl,all,unknown,git,2
2026-08,nl,all,unknown,golang,1
2026-08,nl,all,unknown,html-css,2
2026-08,nl,all,unknown,ios,3
2026-08,nl,all,unknown,iso27001,5
2026-08,nl,all,unknown,java,7
2026-08,nl,all,unknown,javascript,4
2026-08,nl,all,unknown,kotlin,2
2026-08,nl,all,unknown,kubernetes,2
2026-08,nl,all,unknown,linux,8
2026-08,nl,all,unknown,machine-learning,6
2026-08,nl,all,unknown,networking,9
2026-08,nl,all,unknown,nodejs,2
2026-08,nl,all,unknown,nosql,1
2026-08,nl,all,unknown,php,3
2026-08,nl,all,unknown,plc,1
2026-08,nl,all,unknown,power-bi,2
2026-08,nl,all,unknown,process-modelling,2
2026-08,nl,all,unknown,project-management,2
2026-08,nl,all,unknown,python,9
2026-08,nl,all,unknown,react,3
2026-08,nl,all,unknown,requirements,10
2026-08,nl,all,unknown,rest-api,1
2026-08,nl,all,unknown,robotics,1
2026-08,nl,all,unknown,spark,3
2026-08,nl,all,unknown,spring,1
2026-08,nl,all,unknown,sql,10
2026-08,nl,all,unknown,stakeholder-management,13
2026-08,nl,all,unknown,terraform,4
2026-08,nl,all,unknown,testing,2
2026-08,nl,all,unknown,typescript,2
2026-08,nl,all,unknown,ux-design,4
2026-08,nl,all,unknown,vue,1
2026-08,nl,all,unknown,windows-server,9
2026-08,nl,business-it-management,all,agile-scrum,5
2026-08,nl,business-it-management,all,ai-llm,3
2026-08,nl,business-it-management,all,android,1
2026-08,nl,business-it-management,all,aws,1
2026-08,nl,business-it-management,all,azure,1
2026-08,nl,business-it-management,all,crm,1
2026-08,nl,business-it-management,all,cybersecurity,2
2026-08,nl,business-it-management,all,data-analysis,1
2026-08,nl,business-it-management,all,data-modelling,2
2026-08,nl,business-it-management,all,dutch-language,3
2026-08,nl,business-it-management,all,english-language,3
2026-08,nl,business-it-management,all,erp,8
2026-08,nl,business-it-management,all,etl,1
2026-08,nl,business-it-management,all,excel,1
2026-08,nl,business-it-management,all,ios,1
2026-08,nl,business-it-management,all,linux,1
2026-08,nl,business-it-management,all,networking,2
2026-08,nl,business-it-management,all,power-bi,2
2026-08,nl,business-it-management,all,process-modelling,2
2026-08,nl,business-it-management,all,project-management,6
2026-08,nl,business-it-management,all,python,1
2026-08,nl,business-it-management,all,requirements,4
2026-08,nl,business-it-management,all,sql,1
2026-08,nl,business-it-management,all,stakeholder-management,11
2026-08,nl,business-it-management,all,windows-server,5
2026-08,nl,business-it-management,entry,agile-scrum,1
2026-08,nl,business-it-management,entry,project-management,1
2026-08,nl,business-it-management,entry,requirements,1
2026-08,nl,business-it-management,entry,stakeholder-management,2
2026-08,nl,business-it-management,junior,agile-scrum,1
2026-08,nl,business-it-management,junior,project-management,1
2026-08,nl,business-it-management,junior,requirements,1
2026-08,nl,business-it-management,junior,stakeholder-management,2
2026-08,nl,business-it-management,medior,english-language,1
2026-08,nl,business-it-management,medior,project-management,2
2026-08,nl,business-it-management,medior,windows-server,1
2026-08,nl,business-it-management,senior,agile-scrum,2
2026-08,nl,business-it-management,senior,ai-llm,1
2026-08,nl,business-it-management,senior,dutch-language,1
2026-08,nl,business-it-management,senior,erp,3
2026-08,nl,business-it-management,senior,project-management,2
2026-08,nl,business-it-management,senior,stakeholder-management,4
2026-08,nl,business-it-management,senior,windows-server,1
2026-08,nl,business-it-management,unknown,agile-scrum,2
2026-08,nl,business-it-management,unknown,ai-llm,2
2026-08,nl,business-it-management,unknown,android,1
2026-08,nl,business-it-management,unknown,aws,1
2026-08,nl,business-it-management,unknown,azure,1
2026-08,nl,business-it-management,unknown,crm,1
2026-08,nl,business-it-management,unknown,cybersecurity,2
2026-08,nl,business-it-management,unknown,data-analysis,1
2026-08,nl,business-it-management,unknown,data-modelling,2
2026-08,nl,business-it-management,unknown,dutch-language,2
2026-08,nl,business-it-management,unknown,english-language,2
2026-08,nl,business-it-management,unknown,erp,5
2026-08,nl,business-it-management,unknown,etl,1
2026-08,nl,business-it-management,unknown,excel,1
2026-08,nl,business-it-management,unknown,ios,1
2026-08,nl,business-it-management,unknown,linux,1
2026-08,nl,business-it-management,unknown,networking,2
2026-08,nl,business-it-management,unknown,power-bi,2
2026-08,nl,business-it-management,unknown,process-modelling,2
2026-08,nl,business-it-management,unknown,project-management,1
2026-08,nl,business-it-management,unknown,python,1
2026-08,nl,business-it-management,unknown,requirements,3
2026-08,nl,business-it-management,unknown,sql,1
2026-08,nl,business-it-management,unknown,stakeholder-management,5
2026-08,nl,business-it-management,unknown,windows-server,3
2026-08,nl,informatica,all,agile-scrum,4
2026-08,nl,informatica,all,ai-llm,14
2026-08,nl,informatica,all,angular,4
2026-08,nl,informatica,all,aws,8
2026-08,nl,informatica,all,azure,19
2026-08,nl,informatica,all,ci-cd,10
2026-08,nl,informatica,all,cpp,4
2026-08,nl,informatica,all,crm,2
2026-08,nl,informatica,all,csharp,3
2026-08,nl,informatica,all,cybersecurity,22
2026-08,nl,informatica,all,data-modelling,1
2026-08,nl,informatica,all,docker,3
2026-08,nl,informatica,all,dotnet,8
2026-08,nl,informatica,all,dutch-language,6
2026-08,nl,informatica,all,electronics,1
2026-08,nl,informatica,all,embedded,4
2026-08,nl,informatica,all,english-language,1
2026-08,nl,informatica,all,erp,5
2026-08,nl,informatica,all,etl,2
2026-08,nl,informatica,all,excel,1
2026-08,nl,informatica,all,gcp,1
2026-08,nl,informatica,all,git,3
2026-08,nl,informatica,all,golang,3
2026-08,nl,informatica,all,html-css,3
2026-08,nl,informatica,all,iso27001,2
2026-08,nl,informatica,all,java,12
2026-08,nl,informatica,all,javascript,9
2026-08,nl,informatica,all,kotlin,2
2026-08,nl,informatica,all,kubernetes,7
2026-08,nl,informatica,all,laravel,2
2026-08,nl,informatica,all,linux,9
2026-08,nl,informatica,all,machine-learning,7
2026-08,nl,informatica,all,networking,2
2026-08,nl,informatica,all,nodejs,4
2026-08,nl,informatica,all,nosql,1
2026-08,nl,informatica,all,oop,1
2026-08,nl,informatica,all,php,5
2026-08,nl,informatica,all,plc,3
2026-08,nl,informatica,all,process-modelling,1
2026-08,nl,informatica,all,project-management,1
2026-08,nl,informatica,all,python,9
2026-08,nl,informatica,all,react,7
2026-08,nl,informatica,all,requirements,4
2026-08,nl,informatica,all,rest-api,2
2026-08,nl,informatica,all,spark,5
2026-08,nl,informatica,all,spring,4
2026-08,nl,informatica,all,sql,8
2026-08,nl,informatica,all,stakeholder-management,9
2026-08,nl,informatica,all,swift,1
2026-08,nl,informatica,all,terraform,6
2026-08,nl,informatica,all,testing,3
2026-08,nl,informatica,all,typescript,7
2026-08,nl,informatica,all,ux-design,2
2026-08,nl,informatica,all,vue,3
2026-08,nl,informatica,all,windows-server,2
2026-08,nl,informatica,entry,angular,1
2026-08,nl,informatica,entry,csharp,1
2026-08,nl,informatica,entry,dotnet,1
2026-08,nl,informatica,entry,dutch-language,1
2026-08,nl,informatica,entry,html-css,1
2026-08,nl,informatica,entry,javascript,1
2026-08,nl,informatica,entry,machine-learning,1
2026-08,nl,informatica,entry,plc,1
2026-08,nl,informatica,entry,python,1
2026-08,nl,informatica,entry,react,1
2026-08,nl,informatica,entry,sql,2
2026-08,nl,informatica,entry,stakeholder-management,1
2026-08,nl,informatica,entry,typescript,1
2026-08,nl,informatica,entry,ux-design,1
2026-08,nl,informatica,internship,html-css,1
2026-08,nl,informatica,junior,angular,1
2026-08,nl,informatica,junior,csharp,1
2026-08,nl,informatica,junior,dotnet,1
2026-08,nl,informatica,junior,dutch-language,1
2026-08,nl,informatica,junior,javascript,1
2026-08,nl,informatica,junior,machine-learning,1
2026-08,nl,informatica,junior,plc,1
2026-08,nl,informatica,junior,python,1
2026-08,nl,informatica,junior,react,1
2026-08,nl,informatica,junior,sql,2
2026-08,nl,informatica,junior,stakeholder-management,1
2026-08,nl,informatica,junior,typescript,1
2026-08,nl,informatica,junior,ux-design,1
2026-08,nl,informatica,medior,ai-llm,2
2026-08,nl,informatica,medior,angular,1
2026-08,nl,informatica,medior,ci-cd,2
2026-08,nl,informatica,medior,crm,1
2026-08,nl,informatica,medior,cybersecurity,1
2026-08,nl,informatica,medior,erp,1
2026-08,nl,informatica,medior,java,1
2026-08,nl,informatica,medior,javascript,1
2026-08,nl,informatica,medior,laravel,1
2026-08,nl,informatica,medior,machine-learning,2
2026-08,nl,informatica,medior,php,2
2026-08,nl,informatica,medior,requirements,1
2026-08,nl,informatica,medior,spring,1
2026-08,nl,informatica,medior,typescript,1
2026-08,nl,informatica,medior,windows-server,1
2026-08,nl,informatica,senior,agile-scrum,2
2026-08,nl,informatica,senior,ai-llm,8
2026-08,nl,informatica,senior,angular,2
2026-08,nl,informatica,senior,aws,5
2026-08,nl,informatica,senior,azure,5
2026-08,nl,informatica,senior,ci-cd,4
2026-08,nl,informatica,senior,cpp,1
2026-08,nl,informatica,senior,csharp,1
2026-08,nl,informatica,senior,cybersecurity,4
2026-08,nl,informatica,senior,data-modelling,1
2026-08,nl,informatica,senior,docker,2
2026-08,nl,informatica,senior,dotnet,2
2026-08,nl,informatica,senior,dutch-language,1
2026-08,nl,informatica,senior,embedded,2
2026-08,nl,informatica,senior,erp,2
2026-08,nl,informatica,senior,etl,1
2026-08,nl,informatica,senior,excel,1
2026-08,nl,informatica,senior,gcp,1
2026-08,nl,informatica,senior,git,1
2026-08,nl,informatica,senior,golang,2
2026-08,nl,informatica,senior,java,4
2026-08,nl,informatica,senior,javascript,3
2026-08,nl,informatica,senior,kubernetes,5
2026-08,nl,informatica,senior,laravel,1
2026-08,nl,informatica,senior,linux,1
2026-08,nl,informatica,senior,machine-learning,1
2026-08,nl,informatica,senior,nodejs,2
2026-08,nl,informatica,senior,oop,1
2026-08,nl,informatica,senior,php,1
2026-08,nl,informatica,senior,plc,1
2026-08,nl,informatica,senior,project-management,1
2026-08,nl,informatica,senior,python,3
2026-08,nl,informatica,senior,react,3
2026-08,nl,informatica,senior,rest-api,1
2026-08,nl,informatica,senior,spark,2
2026-08,nl,informatica,senior,spring,2
2026-08,nl,informatica,senior,sql,1
2026-08,nl,informatica,senior,stakeholder-management,2
2026-08,nl,informatica,senior,swift,1
2026-08,nl,informatica,senior,terraform,2
2026-08,nl,informatica,senior,testing,1
2026-08,nl,informatica,senior,typescript,3
2026-08,nl,informatica,senior,vue,2
2026-08,nl,informatica,unknown,agile-scrum,2
2026-08,nl,informatica,unknown,ai-llm,4
2026-08,nl,informatica,unknown,aws,3
2026-08,nl,informatica,unknown,azure,14
2026-08,nl,informatica,unknown,ci-cd,4
2026-08,nl,informatica,unknown,cpp,3
2026-08,nl,informatica,unknown,crm,1
2026-08,nl,informatica,unknown,csharp,1
2026-08,nl,informatica,unknown,cybersecurity,17
2026-08,nl,informatica,unknown,docker,1
2026-08,nl,informatica,unknown,dotnet,5
2026-08,nl,informatica,unknown,dutch-language,4
2026-08,nl,informatica,unknown,electronics,1
2026-08,nl,informatica,unknown,embedded,2
2026-08,nl,informatica,unknown,english-language,1
2026-08,nl,informatica,unknown,erp,2
2026-08,nl,informatica,unknown,etl,1
2026-08,nl,informatica,unknown,git,2
2026-08,nl,informatica,unknown,golang,1
2026-08,nl,informatica,unknown,html-css,2
2026-08,nl,informatica,unknown,iso27001,2
2026-08,nl,informatica,unknown,java,7
2026-08,nl,informatica,unknown,javascript,4
2026-08,nl,informatica,unknown,kotlin,2
2026-08,nl,informatica,unknown,kubernetes,2
2026-08,nl,informatica,unknown,linux,8
2026-08,nl,informatica,unknown,machine-learning,3
2026-08,nl,informatica,unknown,networking,2
2026-08,nl,informatica,unknown,nodejs,2
2026-08,nl,informatica,unknown,nosql,1
2026-08,nl,informatica,unknown,php,2
2026-08,nl,informatica,unknown,plc,1
2026-08,nl,informatica,unknown,process-modelling,1
2026-08,nl,informatica,unknown,python,5
2026-08,nl,informatica,unknown,react,3
2026-08,nl,informatica,unknown,requirements,3
2026-08,nl,informatica,unknown,rest-api,1
2026-08,nl,informatica,unknown,spark,3
2026-08,nl,informatica,unknown,spring,1
2026-08,nl,informatica,unknown,sql,5
2026-08,nl,informatica,unknown,stakeholder-management,6
2026-08,nl,informatica,unknown,terraform,4
2026-08,nl,informatica,unknown,testing,2
2026-08,nl,informatica,unknown,typescript,2
2026-08,nl,informatica,unknown,ux-design,1
2026-08,nl,informatica,unknown,vue,1
2026-08,nl,informatica,unknown,windows-server,1
2026-08,nl,technische-informatica,all,cpp,1
2026-08,nl,technische-informatica,all,cybersecurity,1
2026-08,nl,technische-informatica,all,embedded,3
2026-08,nl,technische-informatica,all,plc,1
2026-08,nl,technische-informatica,all,requirements,1
2026-08,nl,technische-informatica,all,robotics,1
2026-08,nl,technische-informatica,all,testing,1
2026-08,nl,technische-informatica,senior,embedded,1
2026-08,nl,technische-informatica,unknown,cpp,1
2026-08,nl,technische-informatica,unknown,cybersecurity,1
2026-08,nl,technische-informatica,unknown,embedded,2
2026-08,nl,technische-informatica,unknown,plc,1
2026-08,nl,technische-informatica,unknown,requirements,1
2026-08,nl,technische-informatica,unknown,robotics,1
2026-08,nl,technische-informatica,unknown,testing,1
2026-08,p:friesland,all,all,cybersecurity,1
2026-08,p:friesland,all,entry,cybersecurity,1
2026-08,p:friesland,all,junior,cybersecurity,1
2026-08,p:gelderland,all,all,ai-llm,2
2026-08,p:gelderland,all,all,dotnet,1
2026-08,p:gelderland,all,all,erp,1
2026-08,p:gelderland,all,all,php,1
2026-08,p:gelderland,all,all,stakeholder-management,1
2026-08,p:gelderland,all,senior,ai-llm,1
2026-08,p:gelderland,all,senior,dotnet,1
2026-08,p:gelderland,all,senior,php,1
2026-08,p:gelderland,all,senior,stakeholder-management,1
2026-08,p:gelderland,all,unknown,ai-llm,1
2026-08,p:gelderland,all,unknown,erp,1
2026-08,p:gelderland,business-it-management,all,erp,1
2026-08,p:gelderland,business-it-management,unknown,erp,1
2026-08,p:gelderland,informatica,all,ai-llm,2
2026-08,p:gelderland,informatica,all,dotnet,1
2026-08,p:gelderland,informatica,all,php,1
2026-08,p:gelderland,informatica,all,stakeholder-management,1
2026-08,p:gelderland,informatica,senior,ai-llm,1
2026-08,p:gelderland,informatica,senior,dotnet,1
2026-08,p:gelderland,informatica,senior,php,1
2026-08,p:gelderland,informatica,senior,stakeholder-management,1
2026-08,p:gelderland,informatica,unknown,ai-llm,1
2026-08,p:groningen,all,all,cybersecurity,1
2026-08,p:groningen,all,all,erp,1
2026-08,p:groningen,all,all,stakeholder-management,1
2026-08,p:groningen,all,unknown,cybersecurity,1
2026-08,p:groningen,all,unknown,erp,1
2026-08,p:groningen,all,unknown,stakeholder-management,1
2026-08,p:groningen,business-it-management,all,erp,1
2026-08,p:groningen,business-it-management,all,stakeholder-management,1
2026-08,p:groningen,business-it-management,unknown,erp,1
2026-08,p:groningen,business-it-management,unknown,stakeholder-management,1
2026-08,p:groningen,informatica,all,cybersecurity,1
2026-08,p:groningen,informatica,unknown,cybersecurity,1
2026-08,p:limburg,all,all,embedded,1
2026-08,p:limburg,all,all,english-language,1
2026-08,p:limburg,all,all,erp,1
2026-08,p:limburg,all,all,process-modelling,1
2026-08,p:limburg,all,all,robotics,1
2026-08,p:limburg,all,all,stakeholder-management,2
2026-08,p:limburg,all,all,windows-server,1
2026-08,p:limburg,all,entry,erp,1
2026-08,p:limburg,all,internship,erp,1
2026-08,p:limburg,all,senior,stakeholder-management,1
2026-08,p:limburg,all,senior,windows-server,1
2026-08,p:limburg,all,unknown,embedded,1
2026-08,p:limburg,all,unknown,english-language,1
2026-08,p:limburg,all,unknown,process-modelling,1
2026-08,p:limburg,all,unknown,robotics,1
2026-08,p:limburg,all,unknown,stakeholder-management,1
2026-08,p:limburg,business-it-management,all,process-modelling,1
2026-08,p:limburg,business-it-management,all,stakeholder-management,2
2026-08,p:limburg,business-it-management,senior,stakeholder-management,1
2026-08,p:limburg,business-it-management,unknown,process-modelling,1
2026-08,p:limburg,business-it-management,unknown,stakeholder-management,1
2026-08,p:limburg,technische-informatica,all,robotics,1
2026-08,p:limburg,technische-informatica,unknown,robotics,1
2026-08,p:noord-brabant,all,all,agile-scrum,4
2026-08,p:noord-brabant,all,all,android,3
2026-08,p:noord-brabant,all,all,azure,4
2026-08,p:noord-brabant,all,all,ci-cd,3
2026-08,p:noord-brabant,all,all,cpp,2
2026-08,p:noord-brabant,all,all,crm,1
2026-08,p:noord-brabant,all,all,csharp,1
2026-08,p:noord-brabant,all,all,cybersecurity,3
2026-08,p:noord-brabant,all,all,data-analysis,2
2026-08,p:noord-brabant,all,all,dotnet,2
2026-08,p:noord-brabant,all,all,dutch-language,4
2026-08,p:noord-brabant,all,all,embedded,3
2026-08,p:noord-brabant,all,all,english-language,1
2026-08,p:noord-brabant,all,all,erp,4
2026-08,p:noord-brabant,all,all,etl,1
2026-08,p:noord-brabant,all,all,excel,1
2026-08,p:noord-brabant,all,all,ios,3
2026-08,p:noord-brabant,all,all,laravel,1
2026-08,p:noord-brabant,all,all,oop,1
2026-08,p:noord-brabant,all,all,php,1
2026-08,p:noord-brabant,all,all,plc,2
2026-08,p:noord-brabant,all,all,power-bi,1
2026-08,p:noord-brabant,all,all,project-management,1
2026-08,p:noord-brabant,all,all,python,1
2026-08,p:noord-brabant,all,all,requirements,5
2026-08,p:noord-brabant,all,all,sql,2
2026-08,p:noord-brabant,all,all,stakeholder-management,6
2026-08,p:noord-brabant,all,all,testing,2
2026-08,p:noord-brabant,all,all,ux-design,2
2026-08,p:noord-brabant,all,all,windows-server,2
2026-08,p:noord-brabant,all,entry,agile-scrum,1
2026-08,p:noord-brabant,all,entry,requirements,1
2026-08,p:noord-brabant,all,entry,stakeholder-management,1
2026-08,p:noord-brabant,all,junior,agile-scrum,1
2026-08,p:noord-brabant,all,junior,requirements,1
2026-08,p:noord-brabant,all,junior,stakeholder-management,1
2026-08,p:noord-brabant,all,medior,crm,1
2026-08,p:noord-brabant,all,medior,cybersecurity,1
2026-08,p:noord-brabant,all,medior,erp,1
2026-08,p:noord-brabant,all,medior,laravel,1
2026-08,p:noord-brabant,all,medior,php,1
2026-08,p:noord-brabant,all,medior,requirements,1
2026-08,p:noord-brabant,all,senior,agile-scrum,1
2026-08,p:noord-brabant,all,senior,ci-cd,1
2026-08,p:noord-brabant,all,senior,cpp,1
2026-08,p:noord-brabant,all,senior,csharp,1
2026-08,p:noord-brabant,all,senior,dotnet,1
2026-08,p:noord-brabant,all,senior,dutch-language,1
2026-08,p:noord-brabant,all,senior,embedded,1
2026-08,p:noord-brabant,all,senior,erp,2
2026-08,p:noord-brabant,all,senior,oop,1
2026-08,p:noord-brabant,all,senior,plc,1
2026-08,p:noord-brabant,all,senior,project-management,1
2026-08,p:noord-brabant,all,senior,stakeholder-management,3
2026-08,p:noord-brabant,all,senior,testing,1
2026-08,p:noord-brabant,all,senior,windows-server,1
2026-08,p:noord-brabant,all,unknown,agile-scrum,2
2026-08,p:noord-brabant,all,unknown,android,3
2026-08,p:noord-brabant,all,unknown,azure,4
2026-08,p:noord-brabant,all,unknown,ci-cd,2
2026-08,p:noord-brabant,all,unknown,cpp,1
2026-08,p:noord-brabant,all,unknown,cybersecurity,2
2026-08,p:noord-brabant,all,unknown,data-analysis,2
2026-08,p:noord-brabant,all,unknown,dotnet,1
2026-08,p:noord-brabant,all,unknown,dutch-language,3
2026-08,p:noord-brabant,all,unknown,embedded,2
2026-08,p:noord-brabant,all,unknown,english-language,1
2026-08,p:noord-brabant,all,unknown,erp,1
2026-08,p:noord-brabant,all,unknown,etl,1
2026-08,p:noord-brabant,all,unknown,excel,1
2026-08,p:noord-brabant,all,unknown,ios,3
2026-08,p:noord-brabant,all,unknown,plc,1
2026-08,p:noord-brabant,all,unknown,power-bi,1
2026-08,p:noord-brabant,all,unknown,python,1
2026-08,p:noord-brabant,all,unknown,requirements,3
2026-08,p:noord-brabant,all,unknown,sql,2
2026-08,p:noord-brabant,all,unknown,stakeholder-management,2
2026-08,p:noord-brabant,all,unknown,testing,1
