month,geo,programme,seniority,bucket,n
2026-08,nl,informatica,unknown,82500,7
2026-08,nl,technische-informatica,all,55000,1
2026-08,nl,technische-informatica,all,80000,1
2026-08,nl,technische-informatica,all,87500,1
2026-08,nl,technische-informatica,senior,80000,1
2026-08,nl,technische-informatica,unknown,55000,1
2026-08,nl,technische-informatica,unknown,87500,1
2026-08,p:friesland,all,all,30000,1
2026-08,p:friesland,all,all,35000,1
2026-08,p:friesland,all,junior,30000,1
2026-08,p:friesland,all,junior,35000,1
2026-08,p:friesland,informatica,all,30000,1
2026-08,p:friesland,informatica,junior,30000,1
2026-08,p:gelderland,all,all,35000,1
2026-08,p:gelderland,all,all,42500,1
2026-08,p:gelderland,all,all,47500,1
